country_code,month_end_date,SENT_ORTH_DIV_PREMIUM,SENT_ORTH_DIV_PREMIUM_lag,SENT_ORTH_DIV_PREMIUM_fitted,SENT_ORTH_DIV_PREMIUM_innovation,SENT_ORTH_DIV_PREMIUM_innovation_lag
SWE,2012-06-30,-0.8412682438307028,-1.068315414930571,-0.8529234604011873,0.011655216570484517,-0.4929047747610046
SWE,2012-07-31,-1.0002185813869655,-0.8412682438307028,-0.6727034705157197,-0.32751511087124585,0.011655216570484517
SWE,2012-08-31,-1.3326989856510845,-1.0002185813869655,-0.7988712095274566,-0.5338277761236279,-0.32751511087124585
SWE,2012-09-30,-0.9449607664030224,-1.3326989856510845,-1.0627794309042367,0.11781866450121425,-0.5338277761236279
SWE,2012-10-31,-0.8010580056991505,-0.9449607664030224,-0.7550100030246064,-0.04604800267454412,0.11781866450121425
SWE,2012-11-30,-0.5677867933625274,-0.8010580056991505,-0.6407863641529493,0.07299957079042196,-0.04604800267454412
SWE,2012-12-31,-0.745861656663864,-0.5677867933625274,-0.4556260059585484,-0.29023565070531554,0.07299957079042196
SWE,2013-01-31,-0.8174317694146085,-0.745861656663864,-0.596973946598191,-0.22045782281641746,-0.29023565070531554
SWE,2013-02-28,-0.5559613210036284,-0.8174317694146085,-0.653783132696209,0.09782181169258064,-0.22045782281641746
SWE,2013-03-31,-0.3234930871657825,-0.5559613210036284,-0.44623946967805794,0.12274638251227543,0.09782181169258064
SWE,2013-04-30,-0.4332276860987261,-0.3234930871657825,-0.2617164802569691,-0.171511205841757,0.12274638251227543
SWE,2013-05-31,-0.41659777016835847,-0.4332276860987261,-0.3488189454142301,-0.06777882475412839,-0.171511205841757
SWE,2013-06-30,-0.6666050588187329,-0.41659777016835847,-0.3356188545861935,-0.3309862042325394,-0.06777882475412839
SWE,2013-07-31,-0.8160438301684924,-0.6666050588187329,-0.5340635690197655,-0.2819802611487269,-0.3309862042325394
SWE,2013-08-31,-0.633198881628199,-0.8160438301684924,-0.6526814479860011,0.0194825663578021,-0.2819802611487269
SWE,2013-09-30,-0.456725893683897,-0.633198881628199,-0.5075472249216396,0.05082133123774263,0.0194825663578021
SWE,2013-10-31,0.04707134343711068,-0.456725893683897,-0.36747078200312727,0.41454212544023794,0.05082133123774263
SWE,2013-11-30,-0.3609282605967308,0.04707134343711068,0.03242115471841898,-0.3933494153151498,0.41454212544023794
SWE,2013-12-31,-0.26012912010506095,-0.3609282605967308,-0.29143086315108013,0.03130174304601918,-0.3933494153151498
SWE,2014-01-31,-0.3507507760622072,-0.26012912010506095,-0.21142096920757827,-0.13932980685462895,0.03130174304601918
SWE,2014-02-28,-0.06601974761488258,-0.3507507760622072,-0.28335242662625526,0.21733267901137268,-0.13932980685462895
SWE,2014-03-31,-0.37691970087462295,-0.06601974761488258,-0.05734554524439137,-0.31957415563023156,0.21733267901137268
SWE,2014-04-30,-0.45590303585710934,-0.37691970087462295,-0.304124160280372,-0.15177887557673736,-0.31957415563023156
SWE,2014-05-31,-0.6128744068662705,-0.45590303585710934,-0.3668176338995747,-0.24605677296669576,-0.15177887557673736
SWE,2014-06-30,-0.547270168681346,-0.6128744068662705,-0.49141455690257374,-0.055855611778772296,-0.24605677296669576
SWE,2014-07-31,-0.5745868712241039,-0.547270168681346,-0.43934081784272705,-0.13524605338137685,-0.055855611778772296
SWE,2014-08-31,-0.7931847107449836,-0.5745868712241039,-0.46102360663111824,-0.3321611041138654,-0.13524605338137685
SWE,2014-09-30,-0.011253525540355663,-0.7931847107449836,-0.6345368912785169,0.6232833657381612,-0.3321611041138654
SWE,2014-10-31,0.11635066466396413,-0.011253525540355663,-0.013874543423385866,0.13022520808735,0.6232833657381612
SWE,2014-11-30,0.1632364707982147,0.11635066466396413,0.08741201194994888,0.07582445884826583,0.13022520808735
SWE,2014-12-31,-0.5605174227914518,0.1632364707982147,0.12462788857309323,-0.685145311364545,0.07582445884826583
SWE,2015-01-31,-0.3352470582269882,-0.5605174227914518,-0.4498559015152885,0.11460884328830029,-0.685145311364545
SWE,2015-02-28,0.07910439971683937,-0.3352470582269882,-0.2710462619737068,0.35015066169054615,0.11460884328830029
SWE,2015-03-31,0.08763826937852089,0.07910439971683937,0.05784757624469305,0.029790693133827838,0.35015066169054615
SWE,2015-04-30,-0.052907553811324295,0.08763826937852089,0.06462138406912815,-0.11752893788045245,0.029790693133827838
SWE,2015-05-31,-0.4056623260854436,-0.052907553811324295,-0.0469376664621706,-0.358724659623273,-0.11752893788045245
SWE,2015-06-30,-0.10684097660862937,-0.4056623260854436,-0.3269387833372584,0.22009780672862903,-0.358724659623273
SWE,2015-07-31,-0.3092189511444525,-0.10684097660862937,-0.08974762909651507,-0.21947132204793746,0.22009780672862903
SWE,2015-08-31,-0.5617903298978728,-0.3092189511444525,-0.250386303197611,-0.3114040267002618,-0.21947132204793746
SWE,2015-09-30,-0.5197751667545046,-0.5617903298978728,-0.4508662788070779,-0.06890888794742672,-0.3114040267002618
SWE,2015-10-31,-0.38457327179794887,-0.5197751667545046,-0.417516502899042,0.03294323110109315,-0.06890888794742672
SWE,2015-11-30,-0.39423464801508473,-0.38457327179794887,-0.31019922594935934,-0.0840354220657254,0.03294323110109315
SWE,2015-12-31,-0.17878451253528727,-0.39423464801508473,-0.31786799854712955,0.13908348601184228,-0.0840354220657254
SWE,2016-01-31,-0.4626853362814649,-0.17878451253528727,-0.1468532219749396,-0.3158321143065253,0.13908348601184228
SWE,2016-02-29,-0.007045742406258132,-0.4626853362814649,-0.37220112362973273,0.3651553812234746,-0.3158321143065253
SWE,2016-03-31,-0.011799623821836969,-0.007045742406258132,-0.010534591508575424,-0.0012650323132615444,0.3651553812234746
SWE,2016-04-30,0.6643301183057765,-0.011799623821836969,-0.014308012055865512,0.678638130361642,-0.0012650323132615444
SWE,2016-05-31,0.21420803796284377,0.6643301183057765,0.5223738355849709,-0.3081657976221271,0.678638130361642
SWE,2016-06-30,0.42270075464211687,0.21420803796284377,0.16508686136873016,0.2576138932733867,-0.3081657976221271
SWE,2016-07-31,-0.06994850600868889,0.42270075464211687,0.3305791469986835,-0.4005276530073724,0.2576138932733867
SWE,2016-08-31,-0.46245314110668323,-0.06994850600868889,-0.06046401967666159,-0.40198912143002163,-0.4005276530073724
SWE,2016-09-30,-0.5718519262995408,-0.46245314110668323,-0.3720168173824983,-0.19983510891704254,-0.40198912143002163
SWE,2016-10-31,-0.6296617603190732,-0.5718519262995408,-0.45885272846402025,-0.17080903185505292,-0.19983510891704254
SWE,2016-11-30,-0.3465142302553318,-0.6296617603190732,-0.5047396146639723,0.15822538440864053,-0.17080903185505292
SWE,2016-12-31,-0.27726576874189446,-0.3465142302553318,-0.27998964417551697,0.0027238754336225135,0.15822538440864053
SWE,2017-01-31,-0.9321463967865666,-0.27726576874189446,-0.2250232820179084,-0.7071231147686583,0.0027238754336225135
SWE,2017-02-28,-0.9084634433764731,-0.9321463967865666,-0.7448385238932919,-0.16362491948318125,-0.7071231147686583
SWE,2017-03-31,-0.3942744868435256,-0.9084634433764731,-0.7260400442498363,0.33176555740631064,-0.16362491948318125
SWE,2017-04-30,0.11383467221635728,-0.3942744868435256,-0.31789962084492734,0.43173429306128464,0.33176555740631064
SWE,2017-05-31,0.15485899154812383,0.11383467221635728,0.08541492856298974,0.06944406298513409,0.43173429306128464
SWE,2017-06-30,0.07424390478767219,0.15485899154812383,0.11797821653180185,-0.04373431174412966,0.06944406298513409
SWE,2017-07-31,-0.21606392777726113,0.07424390478767219,0.05398953061157843,-0.27005345838883954,-0.04373431174412966
SWE,2017-08-31,-0.412757554920156,-0.21606392777726113,-0.1764439709162224,-0.23631358400393357,-0.27005345838883954
SWE,2017-09-30,-0.05841426258435241,-0.412757554920156,-0.332570661781868,0.2741563991975156,-0.23631358400393357
SWE,2017-10-31,0.3386258378515878,-0.05841426258435241,-0.05130864802767455,0.3899344858792623,0.2741563991975156
SWE,2017-11-30,-0.3359253314544752,0.3386258378515878,0.26384420121534236,-0.5997695326698176,0.3899344858792623
SWE,2017-12-31,-0.055866563573430096,-0.3359253314544752,-0.271584645225104,0.21571808165167392,-0.5997695326698176
SWE,2018-01-31,-0.6756824799804796,-0.055866563573430096,-0.04928639737484577,-0.6263960826056338,0.21571808165167392
SWE,2018-02-28,-0.36931928830743305,-0.6756824799804796,-0.5412688239543735,0.17194953564694043,-0.6263960826056338
SWE,2018-03-31,0.26619065784792495,-0.36931928830743305,-0.29809128936042617,0.5642819472083511,0.17194953564694043
SWE,2018-04-30,-0.32635288613124347,0.26619065784792495,0.20634836304050713,-0.5327012491717507,0.5642819472083511
SWE,2018-05-31,-0.4856326469141444,-0.32635288613124347,-0.2639864620327083,-0.22164618488143606,-0.5327012491717507
SWE,2018-06-30,-0.12531816272034704,-0.4856326469141444,-0.39041568261360626,0.26509751989325925,-0.22164618488143606
SWE,2018-07-31,-0.8257762769952939,-0.12531816272034704,-0.10441400119018437,-0.7213622758051095,0.26509751989325925
SWE,2018-08-31,-0.9965271729205737,-0.8257762769952939,-0.6604066332864404,-0.33612053963413324,-0.7213622758051095
SWE,2018-09-30,-0.9075317624311541,-0.9965271729205737,-0.7959411329567881,-0.11159062947436593,-0.33612053963413324
