variable,Comp1,Comp2,Comp3,Comp4,Comp5,sum
rESI_L1,0.06356093107458957,0.1549159606736784,0.0378942457149912,0.010999706457429006,0.038176253561399046,0.3055470974820872
rCCI_L1,0.0822221857950694,0.15196436181265252,0.01875137406045449,-0.01273190751838945,-0.04257659524175219,0.19762941890803476
rTURN_L1,-0.011386734044685801,-0.05225882589190216,0.13523201567835183,0.059899459566526966,-0.013286170408332932,0.11819974489995791
rNIPO,0.08711225345360583,-0.059178902154847016,0.06524842451652164,-0.10834004654710688,0.007821811121319898,-0.007336459610506522
rRIPO,0.005532799155459476,0.00662147990996298,0.013649781017167526,0.01460683362369775,0.046884285347704585,0.08729517905399231
rED_RATIO_L1,0.17448267199214498,-0.03423315341296103,-0.03287612283231112,0.029492401802771566,0.0001857725113406298,0.13705157006098503
rDIV_PREMIUM,0.17041528526881952,-0.06950572385441126,-0.014280799609745041,0.030752926511228854,-0.00029489489191226266,0.11708679342397982
