component,eigenvalue,proportion,cumulative,retained_flag
Comp1,1.9981636412258272,0.3124968920250275,0.3124968920250275,True
Comp2,1.489325453324643,0.232918648791046,0.5454155408160736,True
Comp3,1.0464490843365206,0.1636563091083892,0.7090718499244628,True
Comp4,0.5801134413053193,0.0907251256551951,0.799796975579658,True
Comp5,0.4746702633259053,0.0742346517400586,0.8740316273197166,True
Comp6,0.433613308351683,0.0678136707149085,0.9418452980346252,False
Comp7,0.3718520535693186,0.0581547019653748,1.0,False
