component,eigenvalue,proportion,cumulative,retained_flag
Comp1,1.9981636412258272,0.31249689202502756,0.31249689202502756,True
Comp2,1.489325453324643,0.232918648791046,0.5454155408160736,True
Comp3,1.0464490843365206,0.16365630910838927,0.7090718499244628,True
Comp4,0.5801134413053193,0.09072512565519518,0.799796975579658,True
Comp5,0.47467026332590534,0.07423465174005867,0.8740316273197166,True
Comp6,0.43361330835168305,0.06781367071490853,0.9418452980346251,False
Comp7,0.37185205356931866,0.058154701965374825,1.0,False
