component,eigenvalue,proportion,cumulative,retained_flag
Comp1,1.697091035976277,0.2587999495908654,0.2587999495908654,True
Comp2,1.5919133052461505,0.24276074436615588,0.5015606939570213,True
Comp3,1.217384834445647,0.18564657234546936,0.6872072663024906,True
Comp4,0.8904006147753838,0.13578271838963743,0.822989984692128,True
Comp5,0.4994807274846594,0.07616891749138056,0.8991589021835086,True
Comp6,0.41194421862131647,0.06281993172635873,0.9619788339098673,False
Comp7,0.24932531961824922,0.03802116609013264,0.9999999999999999,False
