sort_variable,sort_type,sentiment_prone_direction,sentiment_prone_interpretation,month_end_date,portfolio_code,portfolio_return
ME,continuous,low_minus_high,small_firms,2001-02-28,P07,-13.536233326157594
ME,continuous,low_minus_high,small_firms,2001-02-28,P08,-10.271784281204388
ME,continuous,low_minus_high,small_firms,2001-02-28,P09,-3.215494965751799
ME,continuous,low_minus_high,small_firms,2001-02-28,P10,-5.477535563085173
ME,continuous,low_minus_high,small_firms,2001-03-31,P01,-14.646022827975116
ME,continuous,low_minus_high,small_firms,2001-03-31,P02,-5.0767725612963215
ME,continuous,low_minus_high,small_firms,2001-03-31,P03,-8.714759734620898
ME,continuous,low_minus_high,small_firms,2001-03-31,P04,-7.679938199598842
ME,continuous,low_minus_high,small_firms,2001-03-31,P05,-4.965635427527522
ME,continuous,low_minus_high,small_firms,2001-03-31,P06,-7.599901361568655
ME,continuous,low_minus_high,small_firms,2001-03-31,P07,-11.06718089050861
ME,continuous,low_minus_high,small_firms,2001-03-31,P08,-10.007017573489334
ME,continuous,low_minus_high,small_firms,2001-03-31,P09,-5.221949393931532
ME,continuous,low_minus_high,small_firms,2001-03-31,P10,-9.42401324318229
ME,continuous,low_minus_high,small_firms,2001-04-30,P01,-1.0592722926244653
ME,continuous,low_minus_high,small_firms,2001-04-30,P02,0.6432358746528043
ME,continuous,low_minus_high,small_firms,2001-04-30,P03,4.300575959041567
ME,continuous,low_minus_high,small_firms,2001-04-30,P04,1.5190786509921153
ME,continuous,low_minus_high,small_firms,2001-04-30,P05,4.908366560017753
ME,continuous,low_minus_high,small_firms,2001-04-30,P06,0.8450908528233357
ME,continuous,low_minus_high,small_firms,2001-04-30,P07,3.3491502313221124
