sort_variable,sort_type,sentiment_prone_direction,sentiment_prone_interpretation,month_end_date,portfolio_code,portfolio_return
risk,continuous,high_minus_low,high_total_volatility,2016-03-31,P08,4.951447982766099
risk,continuous,high_minus_low,high_total_volatility,2016-03-31,P09,1.605034714556263
risk,continuous,high_minus_low,high_total_volatility,2016-03-31,P10,3.5488552512220024
risk,continuous,high_minus_low,high_total_volatility,2016-04-30,P01,2.5639809108609244
risk,continuous,high_minus_low,high_total_volatility,2016-04-30,P02,1.35160966959038
risk,continuous,high_minus_low,high_total_volatility,2016-04-30,P03,-0.5619251122140544
risk,continuous,high_minus_low,high_total_volatility,2016-04-30,P04,3.138945409245999
risk,continuous,high_minus_low,high_total_volatility,2016-04-30,P05,0.26180461531697186
risk,continuous,high_minus_low,high_total_volatility,2016-04-30,P06,0.5879053291319954
risk,continuous,high_minus_low,high_total_volatility,2016-04-30,P07,-1.9564344409666201
risk,continuous,high_minus_low,high_total_volatility,2016-04-30,P08,0.3849280403104268
risk,continuous,high_minus_low,high_total_volatility,2016-04-30,P09,3.920982783973332
risk,continuous,high_minus_low,high_total_volatility,2016-04-30,P10,-2.5288029833721617
risk,continuous,high_minus_low,high_total_volatility,2016-05-31,P01,1.467520790341522
risk,continuous,high_minus_low,high_total_volatility,2016-05-31,P02,0.9655607273863341
risk,continuous,high_minus_low,high_total_volatility,2016-05-31,P03,0.5194049358094949
risk,continuous,high_minus_low,high_total_volatility,2016-05-31,P04,0.3933979780856397
risk,continuous,high_minus_low,high_total_volatility,2016-05-31,P05,1.6979800971722752
risk,continuous,high_minus_low,high_total_volatility,2016-05-31,P06,-1.82141136915463
risk,continuous,high_minus_low,high_total_volatility,2016-05-31,P07,0.7412120789521445
risk,continuous,high_minus_low,high_total_volatility,2016-05-31,P08,5.583270729505288
risk,continuous,high_minus_low,high_total_volatility,2016-05-31,P09,3.62276190424743
risk,continuous,high_minus_low,high_total_volatility,2016-05-31,P10,0.32632044167820345
risk,continuous,high_minus_low,high_total_volatility,2016-06-30,P01,-1.399286124267709
risk,continuous,high_minus_low,high_total_volatility,2016-06-30,P02,-2.5252854773760425
risk,continuous,high_minus_low,high_total_volatility,2016-06-30,P03,-3.0223873387965408
risk,continuous,high_minus_low,high_total_volatility,2016-06-30,P04,-2.6844005744079373
risk,continuous,high_minus_low,high_total_volatility,2016-06-30,P05,-3.1719331573540632
risk,continuous,high_minus_low,high_total_volatility,2016-06-30,P06,-3.283253507323856
risk,continuous,high_minus_low,high_total_volatility,2016-06-30,P07,-7.514743841862616
risk,continuous,high_minus_low,high_total_volatility,2016-06-30,P08,3.8369778719381196
risk,continuous,high_minus_low,high_total_volatility,2016-06-30,P09,-1.9150103315740001
risk,continuous,high_minus_low,high_total_volatility,2016-06-30,P10,-2.1179284120365858
risk,continuous,high_minus_low,high_total_volatility,2016-07-31,P01,5.5846569896216725
risk,continuous,high_minus_low,high_total_volatility,2016-07-31,P02,7.038380152521629
risk,continuous,high_minus_low,high_total_volatility,2016-07-31,P03,8.970171514858306
risk,continuous,high_minus_low,high_total_volatility,2016-07-31,P04,10.433756373099742
risk,continuous,high_minus_low,high_total_volatility,2016-07-31,P05,7.402837839156434
risk,continuous,high_minus_low,high_total_volatility,2016-07-31,P06,7.356489698049126
risk,continuous,high_minus_low,high_total_volatility,2016-07-31,P07,6.0479112686097745
risk,continuous,high_minus_low,high_total_volatility,2016-07-31,P08,8.84441097851436
risk,continuous,high_minus_low,high_total_volatility,2016-07-31,P09,6.0914391963731
risk,continuous,high_minus_low,high_total_volatility,2016-07-31,P10,15.047939282242861
risk,continuous,high_minus_low,high_total_volatility,2016-08-31,P01,5.42307283455822
risk,continuous,high_minus_low,high_total_volatility,2016-08-31,P02,3.3122949940198048
risk,continuous,high_minus_low,high_total_volatility,2016-08-31,P03,4.032910195497158
risk,continuous,high_minus_low,high_total_volatility,2016-08-31,P04,3.468697619714561
risk,continuous,high_minus_low,high_total_volatility,2016-08-31,P05,6.593333564576844
risk,continuous,high_minus_low,high_total_volatility,2016-08-31,P06,4.669037902286594
risk,continuous,high_minus_low,high_total_volatility,2016-08-31,P07,7.092654869488171
risk,continuous,high_minus_low,high_total_volatility,2016-08-31,P08,3.8181393913412403
risk,continuous,high_minus_low,high_total_volatility,2016-08-31,P09,2.4351860897910917
risk,continuous,high_minus_low,high_total_volatility,2016-08-31,P10,7.264142178163223
risk,continuous,high_minus_low,high_total_volatility,2016-09-30,P01,1.468944333793117
risk,continuous,high_minus_low,high_total_volatility,2016-09-30,P02,1.9089531552441477
risk,continuous,high_minus_low,high_total_volatility,2016-09-30,P03,1.5333962575790963
risk,continuous,high_minus_low,high_total_volatility,2016-09-30,P04,2.719040477755503
risk,continuous,high_minus_low,high_total_volatility,2016-09-30,P05,4.319139807966481
risk,continuous,high_minus_low,high_total_volatility,2016-09-30,P06,3.4880082006152913
risk,continuous,high_minus_low,high_total_volatility,2016-09-30,P07,1.5818593081342656
risk,continuous,high_minus_low,high_total_volatility,2016-09-30,P08,2.2507985796228915
risk,continuous,high_minus_low,high_total_volatility,2016-09-30,P09,1.7690478430120409
risk,continuous,high_minus_low,high_total_volatility,2016-09-30,P10,3.5920824943486482
risk,continuous,high_minus_low,high_total_volatility,2016-10-31,P01,-1.6072204229044689
risk,continuous,high_minus_low,high_total_volatility,2016-10-31,P02,-2.4948665867034587
risk,continuous,high_minus_low,high_total_volatility,2016-10-31,P03,-1.0406851046545202
risk,continuous,high_minus_low,high_total_volatility,2016-10-31,P04,-1.180370606480288
risk,continuous,high_minus_low,high_total_volatility,2016-10-31,P05,-2.4894231425648674
risk,continuous,high_minus_low,high_total_volatility,2016-10-31,P06,-2.6001458340837043
risk,continuous,high_minus_low,high_total_volatility,2016-10-31,P07,-4.886306187624063
risk,continuous,high_minus_low,high_total_volatility,2016-10-31,P08,4.0912289065722645
risk,continuous,high_minus_low,high_total_volatility,2016-10-31,P09,-0.4944573159157902
risk,continuous,high_minus_low,high_total_volatility,2016-10-31,P10,-0.13804670305860398
risk,continuous,high_minus_low,high_total_volatility,2016-11-30,P01,0.6707157993134508
risk,continuous,high_minus_low,high_total_volatility,2016-11-30,P02,0.3806856609469387
risk,continuous,high_minus_low,high_total_volatility,2016-11-30,P03,0.16980701781485136
risk,continuous,high_minus_low,high_total_volatility,2016-11-30,P04,2.187490197068318
risk,continuous,high_minus_low,high_total_volatility,2016-11-30,P05,-0.9577445475413434
risk,continuous,high_minus_low,high_total_volatility,2016-11-30,P06,-0.9994672329904468
risk,continuous,high_minus_low,high_total_volatility,2016-11-30,P07,3.4296636833260137
risk,continuous,high_minus_low,high_total_volatility,2016-11-30,P08,-0.14288359565169423
risk,continuous,high_minus_low,high_total_volatility,2016-11-30,P09,6.984856217436585
risk,continuous,high_minus_low,high_total_volatility,2016-11-30,P10,0.0026752284314448538
risk,continuous,high_minus_low,high_total_volatility,2016-12-31,P01,1.3524771433365594
risk,continuous,high_minus_low,high_total_volatility,2016-12-31,P02,2.0293560911807824
risk,continuous,high_minus_low,high_total_volatility,2016-12-31,P03,2.3745915500159804
risk,continuous,high_minus_low,high_total_volatility,2016-12-31,P04,5.806572928423278
risk,continuous,high_minus_low,high_total_volatility,2016-12-31,P05,2.7514153381081354
risk,continuous,high_minus_low,high_total_volatility,2016-12-31,P06,2.484664553405788
risk,continuous,high_minus_low,high_total_volatility,2016-12-31,P07,-2.7225932268583803
risk,continuous,high_minus_low,high_total_volatility,2016-12-31,P08,4.3063246567514435
risk,continuous,high_minus_low,high_total_volatility,2016-12-31,P09,1.6725334849822726
risk,continuous,high_minus_low,high_total_volatility,2016-12-31,P10,-2.957928170865069
risk,continuous,high_minus_low,high_total_volatility,2017-01-31,P01,1.4783116588165945
risk,continuous,high_minus_low,high_total_volatility,2017-01-31,P02,1.2597743513023736
risk,continuous,high_minus_low,high_total_volatility,2017-01-31,P03,3.2276602835745845
risk,continuous,high_minus_low,high_total_volatility,2017-01-31,P04,3.577989424811168
risk,continuous,high_minus_low,high_total_volatility,2017-01-31,P05,4.782906139140349
risk,continuous,high_minus_low,high_total_volatility,2017-01-31,P06,0.7846086138580776
risk,continuous,high_minus_low,high_total_volatility,2017-01-31,P07,5.775321359192133
risk,continuous,high_minus_low,high_total_volatility,2017-01-31,P08,3.4447493763595753
risk,continuous,high_minus_low,high_total_volatility,2017-01-31,P09,4.965882930736923
risk,continuous,high_minus_low,high_total_volatility,2017-01-31,P10,3.1644375541625687
risk,continuous,high_minus_low,high_total_volatility,2017-02-28,P01,3.889891134780216
risk,continuous,high_minus_low,high_total_volatility,2017-02-28,P02,2.789024127708799
risk,continuous,high_minus_low,high_total_volatility,2017-02-28,P03,5.865877541822586
risk,continuous,high_minus_low,high_total_volatility,2017-02-28,P04,4.174210932634448
risk,continuous,high_minus_low,high_total_volatility,2017-02-28,P05,1.8767272304773461
risk,continuous,high_minus_low,high_total_volatility,2017-02-28,P06,1.0603109956049377
risk,continuous,high_minus_low,high_total_volatility,2017-02-28,P07,1.0930550162664339
risk,continuous,high_minus_low,high_total_volatility,2017-02-28,P08,-3.8983944110537685
risk,continuous,high_minus_low,high_total_volatility,2017-02-28,P09,6.411158996487731
risk,continuous,high_minus_low,high_total_volatility,2017-02-28,P10,-4.120354264884338
risk,continuous,high_minus_low,high_total_volatility,2017-03-31,P01,1.287224885522829
risk,continuous,high_minus_low,high_total_volatility,2017-03-31,P02,-0.23250617350806096
risk,continuous,high_minus_low,high_total_volatility,2017-03-31,P03,-0.9777784449805793
risk,continuous,high_minus_low,high_total_volatility,2017-03-31,P04,0.0011967405950826218
risk,continuous,high_minus_low,high_total_volatility,2017-03-31,P05,-2.203053319525155
risk,continuous,high_minus_low,high_total_volatility,2017-03-31,P06,-1.7033456103178557
risk,continuous,high_minus_low,high_total_volatility,2017-03-31,P07,-4.563574013414226
risk,continuous,high_minus_low,high_total_volatility,2017-03-31,P08,-5.57392088534883
risk,continuous,high_minus_low,high_total_volatility,2017-03-31,P09,-0.2685242744010024
risk,continuous,high_minus_low,high_total_volatility,2017-03-31,P10,-5.3425731301572945
risk,continuous,high_minus_low,high_total_volatility,2017-04-30,P01,4.340111751783028
risk,continuous,high_minus_low,high_total_volatility,2017-04-30,P02,3.9185217385950826
risk,continuous,high_minus_low,high_total_volatility,2017-04-30,P03,4.508851938861699
risk,continuous,high_minus_low,high_total_volatility,2017-04-30,P04,5.690294439434882
risk,continuous,high_minus_low,high_total_volatility,2017-04-30,P05,1.2104663925144066
risk,continuous,high_minus_low,high_total_volatility,2017-04-30,P06,0.676259241860176
risk,continuous,high_minus_low,high_total_volatility,2017-04-30,P07,-0.1448998052088281
risk,continuous,high_minus_low,high_total_volatility,2017-04-30,P08,-0.5884034504788438
risk,continuous,high_minus_low,high_total_volatility,2017-04-30,P09,-1.9166557519053984
risk,continuous,high_minus_low,high_total_volatility,2017-04-30,P10,-8.82956401299629
risk,continuous,high_minus_low,high_total_volatility,2017-05-31,P01,2.1108343041811146
risk,continuous,high_minus_low,high_total_volatility,2017-05-31,P02,0.8688527532439327
risk,continuous,high_minus_low,high_total_volatility,2017-05-31,P03,2.308776024925595
risk,continuous,high_minus_low,high_total_volatility,2017-05-31,P04,3.532579518839515
risk,continuous,high_minus_low,high_total_volatility,2017-05-31,P05,-0.5478566192212279
risk,continuous,high_minus_low,high_total_volatility,2017-05-31,P06,-2.684655299356604
risk,continuous,high_minus_low,high_total_volatility,2017-05-31,P07,-3.378645812103873
risk,continuous,high_minus_low,high_total_volatility,2017-05-31,P08,-5.052931252498626
risk,continuous,high_minus_low,high_total_volatility,2017-05-31,P09,1.2002085979788615
risk,continuous,high_minus_low,high_total_volatility,2017-05-31,P10,-6.2883553042985865
risk,continuous,high_minus_low,high_total_volatility,2017-06-30,P01,1.6498383303031752
risk,continuous,high_minus_low,high_total_volatility,2017-06-30,P02,-1.702239413961371
risk,continuous,high_minus_low,high_total_volatility,2017-06-30,P03,-3.1468629459934427
risk,continuous,high_minus_low,high_total_volatility,2017-06-30,P04,-1.7910108024240667
risk,continuous,high_minus_low,high_total_volatility,2017-06-30,P05,-2.7452462114557856
risk,continuous,high_minus_low,high_total_volatility,2017-06-30,P06,-3.2893760447224984
risk,continuous,high_minus_low,high_total_volatility,2017-06-30,P07,-0.9331362101956049
risk,continuous,high_minus_low,high_total_volatility,2017-06-30,P08,2.3882356645416607
risk,continuous,high_minus_low,high_total_volatility,2017-06-30,P09,3.438659434213946
risk,continuous,high_minus_low,high_total_volatility,2017-06-30,P10,9.79188250502085
risk,continuous,high_minus_low,high_total_volatility,2017-07-31,P01,-0.5019319020289409
risk,continuous,high_minus_low,high_total_volatility,2017-07-31,P02,-1.2944026312029022
risk,continuous,high_minus_low,high_total_volatility,2017-07-31,P03,-0.432025286276085
risk,continuous,high_minus_low,high_total_volatility,2017-07-31,P04,-0.44916879321302666
risk,continuous,high_minus_low,high_total_volatility,2017-07-31,P05,-2.0665339530249174
risk,continuous,high_minus_low,high_total_volatility,2017-07-31,P06,-1.0051277564692767
risk,continuous,high_minus_low,high_total_volatility,2017-07-31,P07,-1.2455090051722069
risk,continuous,high_minus_low,high_total_volatility,2017-07-31,P08,-1.527862574941103
risk,continuous,high_minus_low,high_total_volatility,2017-07-31,P09,-0.512242823271508
risk,continuous,high_minus_low,high_total_volatility,2017-07-31,P10,-1.2691037000878769
risk,continuous,high_minus_low,high_total_volatility,2017-08-31,P01,-0.9448509942340789
risk,continuous,high_minus_low,high_total_volatility,2017-08-31,P02,-0.4415294018872414
risk,continuous,high_minus_low,high_total_volatility,2017-08-31,P03,0.10690306839427369
risk,continuous,high_minus_low,high_total_volatility,2017-08-31,P04,-2.6004695164133813
risk,continuous,high_minus_low,high_total_volatility,2017-08-31,P05,0.0673029754808777
risk,continuous,high_minus_low,high_total_volatility,2017-08-31,P06,4.229552256745248
risk,continuous,high_minus_low,high_total_volatility,2017-08-31,P07,-2.422776148491214
risk,continuous,high_minus_low,high_total_volatility,2017-08-31,P08,-2.5063529383898806
risk,continuous,high_minus_low,high_total_volatility,2017-08-31,P09,-3.5648237362475204
risk,continuous,high_minus_low,high_total_volatility,2017-08-31,P10,-0.8233413383852081
risk,continuous,high_minus_low,high_total_volatility,2017-09-30,P01,2.1512903661129354
risk,continuous,high_minus_low,high_total_volatility,2017-09-30,P02,3.1176295948107287
risk,continuous,high_minus_low,high_total_volatility,2017-09-30,P03,4.9013508351077055
risk,continuous,high_minus_low,high_total_volatility,2017-09-30,P04,7.123606741800083
risk,continuous,high_minus_low,high_total_volatility,2017-09-30,P05,8.166231597981392
risk,continuous,high_minus_low,high_total_volatility,2017-09-30,P06,3.7097342235382307
risk,continuous,high_minus_low,high_total_volatility,2017-09-30,P07,12.107132026800118
risk,continuous,high_minus_low,high_total_volatility,2017-09-30,P08,7.69334761422134
risk,continuous,high_minus_low,high_total_volatility,2017-09-30,P09,4.919263456134278
risk,continuous,high_minus_low,high_total_volatility,2017-09-30,P10,9.66110550441495
risk,continuous,high_minus_low,high_total_volatility,2017-10-31,P01,0.9742746675792733
risk,continuous,high_minus_low,high_total_volatility,2017-10-31,P02,-0.06436989039191374
risk,continuous,high_minus_low,high_total_volatility,2017-10-31,P03,-4.060548594609166
risk,continuous,high_minus_low,high_total_volatility,2017-10-31,P04,-1.5475041639624671
risk,continuous,high_minus_low,high_total_volatility,2017-10-31,P05,0.06670862007743518
risk,continuous,high_minus_low,high_total_volatility,2017-10-31,P06,8.231196051638273
risk,continuous,high_minus_low,high_total_volatility,2017-10-31,P07,3.9107277404325025
risk,continuous,high_minus_low,high_total_volatility,2017-10-31,P08,-1.7747066299975167
risk,continuous,high_minus_low,high_total_volatility,2017-10-31,P09,-1.9964120343784735
risk,continuous,high_minus_low,high_total_volatility,2017-10-31,P10,6.881150240436296
risk,continuous,high_minus_low,high_total_volatility,2017-11-30,P01,-2.1181969823217686
risk,continuous,high_minus_low,high_total_volatility,2017-11-30,P02,-2.9294632935486926
risk,continuous,high_minus_low,high_total_volatility,2017-11-30,P03,-4.287977922248097
risk,continuous,high_minus_low,high_total_volatility,2017-11-30,P04,-3.3734499869856225
risk,continuous,high_minus_low,high_total_volatility,2017-11-30,P05,-3.59882681257181
risk,continuous,high_minus_low,high_total_volatility,2017-11-30,P06,0.19482852113593055
risk,continuous,high_minus_low,high_total_volatility,2017-11-30,P07,-9.178393931613389
risk,continuous,high_minus_low,high_total_volatility,2017-11-30,P08,-2.8512645079431813
risk,continuous,high_minus_low,high_total_volatility,2017-11-30,P09,-6.647793564968734
risk,continuous,high_minus_low,high_total_volatility,2017-11-30,P10,-0.9179093148657024
risk,continuous,high_minus_low,high_total_volatility,2017-12-31,P01,-0.012763761837108353
risk,continuous,high_minus_low,high_total_volatility,2017-12-31,P02,0.2450918498534826
risk,continuous,high_minus_low,high_total_volatility,2017-12-31,P03,-1.3484313176663774
risk,continuous,high_minus_low,high_total_volatility,2017-12-31,P04,-2.353270211333039
risk,continuous,high_minus_low,high_total_volatility,2017-12-31,P05,-0.8182586020800164
risk,continuous,high_minus_low,high_total_volatility,2017-12-31,P06,-1.4163567898310336
risk,continuous,high_minus_low,high_total_volatility,2017-12-31,P07,-4.042976135180985
risk,continuous,high_minus_low,high_total_volatility,2017-12-31,P08,-4.273548993671874
risk,continuous,high_minus_low,high_total_volatility,2017-12-31,P09,-1.444483974355733
risk,continuous,high_minus_low,high_total_volatility,2017-12-31,P10,-3.3684163848843514
risk,continuous,high_minus_low,high_total_volatility,2018-01-31,P01,0.09457376405489812
risk,continuous,high_minus_low,high_total_volatility,2018-01-31,P02,2.9051368322723556
risk,continuous,high_minus_low,high_total_volatility,2018-01-31,P03,4.086053337055967
risk,continuous,high_minus_low,high_total_volatility,2018-01-31,P04,0.20114588486972068
risk,continuous,high_minus_low,high_total_volatility,2018-01-31,P05,2.4664173529022975
risk,continuous,high_minus_low,high_total_volatility,2018-01-31,P06,2.865883856994741
risk,continuous,high_minus_low,high_total_volatility,2018-01-31,P07,6.995757967646603
risk,continuous,high_minus_low,high_total_volatility,2018-01-31,P08,4.9630087914484
risk,continuous,high_minus_low,high_total_volatility,2018-01-31,P09,1.2562755025552526
risk,continuous,high_minus_low,high_total_volatility,2018-01-31,P10,4.263795128101649
risk,continuous,high_minus_low,high_total_volatility,2018-02-28,P01,0.33530481623101926
risk,continuous,high_minus_low,high_total_volatility,2018-02-28,P02,-1.2010097384153793
risk,continuous,high_minus_low,high_total_volatility,2018-02-28,P03,-1.2760940291068048
risk,continuous,high_minus_low,high_total_volatility,2018-02-28,P04,-1.4470451596307758
risk,continuous,high_minus_low,high_total_volatility,2018-02-28,P05,-1.7629333738690944
risk,continuous,high_minus_low,high_total_volatility,2018-02-28,P06,-0.6823115252025107
risk,continuous,high_minus_low,high_total_volatility,2018-02-28,P07,-2.107726525222202
risk,continuous,high_minus_low,high_total_volatility,2018-02-28,P08,-2.4101218529777
risk,continuous,high_minus_low,high_total_volatility,2018-02-28,P09,-5.097872304288537
risk,continuous,high_minus_low,high_total_volatility,2018-02-28,P10,5.1963624782519835
risk,continuous,high_minus_low,high_total_volatility,2018-03-31,P01,-0.24484324422516882
risk,continuous,high_minus_low,high_total_volatility,2018-03-31,P02,-0.8163370752740121
risk,continuous,high_minus_low,high_total_volatility,2018-03-31,P03,-0.3715808904142253
risk,continuous,high_minus_low,high_total_volatility,2018-03-31,P04,-1.2314649330374368
risk,continuous,high_minus_low,high_total_volatility,2018-03-31,P05,-2.358903880600056
risk,continuous,high_minus_low,high_total_volatility,2018-03-31,P06,-6.283623552825929
risk,continuous,high_minus_low,high_total_volatility,2018-03-31,P07,-5.349655686098994
risk,continuous,high_minus_low,high_total_volatility,2018-03-31,P08,0.3445342993909265
risk,continuous,high_minus_low,high_total_volatility,2018-03-31,P09,-3.485881861810785
risk,continuous,high_minus_low,high_total_volatility,2018-03-31,P10,-9.110671029861521
risk,continuous,high_minus_low,high_total_volatility,2018-04-30,P01,0.7010755061349411
risk,continuous,high_minus_low,high_total_volatility,2018-04-30,P02,5.056842462171725
risk,continuous,high_minus_low,high_total_volatility,2018-04-30,P03,4.586272156660049
risk,continuous,high_minus_low,high_total_volatility,2018-04-30,P04,5.097707238304297
risk,continuous,high_minus_low,high_total_volatility,2018-04-30,P05,4.498445454440799
risk,continuous,high_minus_low,high_total_volatility,2018-04-30,P06,-0.12459699956906019
risk,continuous,high_minus_low,high_total_volatility,2018-04-30,P07,-0.9064267387295922
risk,continuous,high_minus_low,high_total_volatility,2018-04-30,P08,2.822534624597527
risk,continuous,high_minus_low,high_total_volatility,2018-04-30,P09,0.9169348842225264
risk,continuous,high_minus_low,high_total_volatility,2018-04-30,P10,1.4356698051983048
risk,continuous,high_minus_low,high_total_volatility,2018-05-31,P01,-0.7059171470672683
risk,continuous,high_minus_low,high_total_volatility,2018-05-31,P02,2.8986020483691988
risk,continuous,high_minus_low,high_total_volatility,2018-05-31,P03,0.6579142043281472
risk,continuous,high_minus_low,high_total_volatility,2018-05-31,P04,2.578724949979797
risk,continuous,high_minus_low,high_total_volatility,2018-05-31,P05,0.7315935653943931
risk,continuous,high_minus_low,high_total_volatility,2018-05-31,P06,0.23728962648712723
risk,continuous,high_minus_low,high_total_volatility,2018-05-31,P07,0.0301040617376413
risk,continuous,high_minus_low,high_total_volatility,2018-05-31,P08,2.4133313487913703
risk,continuous,high_minus_low,high_total_volatility,2018-05-31,P09,0.9822778308197859
risk,continuous,high_minus_low,high_total_volatility,2018-05-31,P10,-3.7757069161719943
risk,continuous,high_minus_low,high_total_volatility,2018-06-30,P01,-1.0697833219301642
risk,continuous,high_minus_low,high_total_volatility,2018-06-30,P02,-0.9577293432987789
risk,continuous,high_minus_low,high_total_volatility,2018-06-30,P03,-1.2680118447173232
risk,continuous,high_minus_low,high_total_volatility,2018-06-30,P04,-1.3931818747297806
risk,continuous,high_minus_low,high_total_volatility,2018-06-30,P05,0.13592904997026337
risk,continuous,high_minus_low,high_total_volatility,2018-06-30,P06,-0.9941906727469099
risk,continuous,high_minus_low,high_total_volatility,2018-06-30,P07,0.2516843613471425
risk,continuous,high_minus_low,high_total_volatility,2018-06-30,P08,-1.0152915291508338
risk,continuous,high_minus_low,high_total_volatility,2018-06-30,P09,2.2696291425385193
risk,continuous,high_minus_low,high_total_volatility,2018-06-30,P10,-0.002890185572697229
risk,continuous,high_minus_low,high_total_volatility,2018-07-31,P01,1.9462980032912152
risk,continuous,high_minus_low,high_total_volatility,2018-07-31,P02,2.3985937018829104
risk,continuous,high_minus_low,high_total_volatility,2018-07-31,P03,4.425063176015096
risk,continuous,high_minus_low,high_total_volatility,2018-07-31,P04,2.3103395348142954
risk,continuous,high_minus_low,high_total_volatility,2018-07-31,P05,4.52374279567063
risk,continuous,high_minus_low,high_total_volatility,2018-07-31,P06,4.005915704218792
risk,continuous,high_minus_low,high_total_volatility,2018-07-31,P07,5.763300065056045
risk,continuous,high_minus_low,high_total_volatility,2018-07-31,P08,1.8237159743897047
risk,continuous,high_minus_low,high_total_volatility,2018-07-31,P09,2.2293263776695893
risk,continuous,high_minus_low,high_total_volatility,2018-07-31,P10,-1.7366393628532368
risk,continuous,high_minus_low,high_total_volatility,2018-08-31,P01,1.0397356470701844
risk,continuous,high_minus_low,high_total_volatility,2018-08-31,P02,0.9416889657858738
risk,continuous,high_minus_low,high_total_volatility,2018-08-31,P03,0.44721851932979373
risk,continuous,high_minus_low,high_total_volatility,2018-08-31,P04,-0.4651407809958413
risk,continuous,high_minus_low,high_total_volatility,2018-08-31,P05,-0.27016102353305016
risk,continuous,high_minus_low,high_total_volatility,2018-08-31,P06,0.4585174230741034
risk,continuous,high_minus_low,high_total_volatility,2018-08-31,P07,3.9759927768316987
risk,continuous,high_minus_low,high_total_volatility,2018-08-31,P08,2.824617022690678
risk,continuous,high_minus_low,high_total_volatility,2018-08-31,P09,5.36931965414666
risk,continuous,high_minus_low,high_total_volatility,2018-08-31,P10,-1.624332565537507
risk,continuous,high_minus_low,high_total_volatility,2018-09-30,P01,0.16041062282408577
risk,continuous,high_minus_low,high_total_volatility,2018-09-30,P02,0.8328055286645666
risk,continuous,high_minus_low,high_total_volatility,2018-09-30,P03,-0.9746770814782684
risk,continuous,high_minus_low,high_total_volatility,2018-09-30,P04,1.4386487751037367
risk,continuous,high_minus_low,high_total_volatility,2018-09-30,P05,-0.23985350459538243
risk,continuous,high_minus_low,high_total_volatility,2018-09-30,P06,1.1461865748613518
risk,continuous,high_minus_low,high_total_volatility,2018-09-30,P07,1.3924159639260951
risk,continuous,high_minus_low,high_total_volatility,2018-09-30,P08,3.111619266957852
risk,continuous,high_minus_low,high_total_volatility,2018-09-30,P09,-0.8693693499103845
risk,continuous,high_minus_low,high_total_volatility,2018-09-30,P10,1.8497949737396613
risk,continuous,high_minus_low,high_total_volatility,2018-10-31,P01,-0.4271347106082839
risk,continuous,high_minus_low,high_total_volatility,2018-10-31,P02,-3.52891030189676
risk,continuous,high_minus_low,high_total_volatility,2018-10-31,P03,-5.853136742830271
risk,continuous,high_minus_low,high_total_volatility,2018-10-31,P04,-2.034593591378611
risk,continuous,high_minus_low,high_total_volatility,2018-10-31,P05,-3.405320057880134
risk,continuous,high_minus_low,high_total_volatility,2018-10-31,P06,-4.365274250836379
risk,continuous,high_minus_low,high_total_volatility,2018-10-31,P07,-9.612651233544646
risk,continuous,high_minus_low,high_total_volatility,2018-10-31,P08,-6.340095417755388
risk,continuous,high_minus_low,high_total_volatility,2018-10-31,P09,-8.902167636490695
risk,continuous,high_minus_low,high_total_volatility,2018-10-31,P10,-8.702465113925939
risk,continuous,high_minus_low,high_total_volatility,2018-11-30,P01,0.02248514584558748
risk,continuous,high_minus_low,high_total_volatility,2018-11-30,P02,-0.24834569930528488
risk,continuous,high_minus_low,high_total_volatility,2018-11-30,P03,-2.342129643804614
risk,continuous,high_minus_low,high_total_volatility,2018-11-30,P04,-2.2630636617446585
risk,continuous,high_minus_low,high_total_volatility,2018-11-30,P05,-2.267286575617372
risk,continuous,high_minus_low,high_total_volatility,2018-11-30,P06,-0.8412241652533314
risk,continuous,high_minus_low,high_total_volatility,2018-11-30,P07,-3.3832510577334856
risk,continuous,high_minus_low,high_total_volatility,2018-11-30,P08,-5.404907947116192
risk,continuous,high_minus_low,high_total_volatility,2018-11-30,P09,-4.9816852866948125
risk,continuous,high_minus_low,high_total_volatility,2018-11-30,P10,-7.384733265115516
risk,continuous,high_minus_low,high_total_volatility,2018-12-31,P01,-0.5882951913041266
risk,continuous,high_minus_low,high_total_volatility,2018-12-31,P02,-0.5319510750767114
risk,continuous,high_minus_low,high_total_volatility,2018-12-31,P03,-3.888544096488075
risk,continuous,high_minus_low,high_total_volatility,2018-12-31,P04,-5.620553590023336
risk,continuous,high_minus_low,high_total_volatility,2018-12-31,P05,-4.362684602032615
risk,continuous,high_minus_low,high_total_volatility,2018-12-31,P06,-6.247743745424083
risk,continuous,high_minus_low,high_total_volatility,2018-12-31,P07,-3.7907142969407417
risk,continuous,high_minus_low,high_total_volatility,2018-12-31,P08,-6.697467388264157
risk,continuous,high_minus_low,high_total_volatility,2018-12-31,P09,-8.181250658769626
risk,continuous,high_minus_low,high_total_volatility,2018-12-31,P10,-8.012609003474976
risk,continuous,high_minus_low,high_total_volatility,2019-01-31,P01,0.0
risk,continuous,high_minus_low,high_total_volatility,2019-01-31,P02,2.71384735963843
risk,continuous,high_minus_low,high_total_volatility,2019-01-31,P03,4.104061215694255
risk,continuous,high_minus_low,high_total_volatility,2019-01-31,P04,5.139319589998135
risk,continuous,high_minus_low,high_total_volatility,2019-01-31,P05,6.190495197784941
risk,continuous,high_minus_low,high_total_volatility,2019-01-31,P06,7.328725336588797
