country_code,month_end_date,eligible_rows,payer_count,nonpayer_count,payer_market_cap,nonpayer_market_cap,payer_mb_value_weight,nonpayer_mb_value_weight,DIV_PREMIUM_VW,raw_value,min_group_count,dividend_premium_status
SWE,2014-03-31,377,196,181,3252236.604856356,169981.61486219004,3.462963673928505,14.826152332769059,-1.4542678952904045,-1.4542678952904045,10,ok
SWE,2014-04-30,375,197,178,3282443.031787925,171605.91982102,3.305107087899547,15.059139204510867,-1.5165161884394198,-1.5165161884394198,10,ok
SWE,2014-05-31,381,199,182,3348338.107420165,185603.71040354,3.364646381739733,13.587085129355284,-1.3957968482985617,-1.3957968482985617,10,ok
SWE,2014-06-30,377,200,177,3295669.136911449,189558.04120046098,3.486570074121396,13.06214326941749,-1.3207997536557847,-1.3207997536557847,10,ok
SWE,2014-07-31,377,198,179,3200394.4704992203,197227.442969098,3.5539333217435685,11.87880463460147,-1.2067007208002303,-1.2067007208002303,10,ok
SWE,2014-08-31,376,196,180,3198186.3360462496,188701.28754848198,3.6369926152172747,13.335319204799761,-1.2992589591724228,-1.2992589591724228,10,ok
SWE,2014-09-30,371,194,177,3211226.8421230293,171811.620486834,3.551810786081473,12.32857116138763,-1.2444618733353763,-1.2444618733353763,10,ok
SWE,2014-10-31,369,193,176,3279615.3169527575,166066.870026507,3.522994342566278,9.822199163996821,-1.0253337512467882,-1.0253337512467882,10,ok
SWE,2014-11-30,373,194,179,3376766.031950359,189164.887729467,3.5226155464962696,8.584844562164792,-0.8907946217741416,-0.8907946217741416,10,ok
SWE,2014-12-31,373,195,178,3444914.7002673955,171442.45363119,3.584777027098984,8.6703512175016,-0.8832130234376185,-0.8832130234376185,10,ok
SWE,2015-01-31,373,196,177,3647046.735084064,178491.489731685,3.8735311047160024,9.640315842413267,-0.9117873506320495,-0.9117873506320495,10,ok
SWE,2015-02-28,377,196,181,3936029.1459733006,210980.6976934708,4.315264949220077,10.88231117678791,-0.9249799186506942,-0.9249799186506942,10,ok
SWE,2015-03-31,379,199,180,4024802.462110068,204529.9966531963,4.473504855749694,10.871721690744861,-0.8879928923513374,-0.8879928923513374,10,ok
SWE,2015-04-30,396,209,187,4007949.460561812,233817.09994882118,4.468330592830779,11.571502455675098,-0.9515305209519564,-0.9515305209519564,10,ok
SWE,2015-05-31,401,218,183,3981078.1712016994,229595.02075794688,4.332748185108013,12.5963454753641,-1.0672047047798072,-1.0672047047798072,10,ok
SWE,2015-06-30,439,226,213,3732601.2285455056,212102.9831465048,4.18302477052044,12.97778355337304,-1.132204323940791,-1.132204323940791,10,ok
SWE,2015-07-31,444,226,218,3918729.9587413073,234096.22547230712,4.675713408133912,15.172817569466861,-1.1771237573360611,-1.1771237573360611,10,ok
