proxy_code,SENT_ORTH_DIV_PREMIUM,SENT_ORTH_SIBLEY_DIV_PREMIUM
SENT_ORTH_DIV_PREMIUM,1.0,0.466144132173304
SENT_ORTH_SIBLEY_DIV_PREMIUM,0.466144132173304,1.0
