result_set,sentiment_index_family,sentiment_index_label,sentiment_regressor,macro_orthogonalized_flag,main_specification_flag,dependent_variable,model,return_horizon_months,return_leg,sort_variable,portfolio_code,sentiment_prone_direction,sentiment_prone_interpretation,term,coef,std_error,t_stat,n_obs,r2,standard_error_type,hac_lags,bootstrap_std_error,bootstrap_t_stat,bootstrap_p_value,bootstrap_repetitions,bootstrap_block_length,bootstrap_seed,bootstrap_valid_repetitions,sentiment_term_flag,expected_coef_sign,expected_signed_t_stat,expected_signed_bootstrap_t_stat,theory_consistent_sign,theory_consistent_hac_5pct,theory_consistent_bootstrap_5pct,mechanical_overlap_warning,mechanical_overlap_note
directional_by_leg,dividend_premium_macro_adjusted_fixed_pca,SENT_ORTH_DIV_PREMIUM,SENT_ORTH_DIV_PREMIUM_lag,True,True,portfolio_return_window,portfolio_return_window_on_SENT_ORTH_DIV_PREMIUM_lag_and_factors,1,long_leg,NON_D_PAYER,PRONE,prone_minus_safe,non_dividend_payers,intercept,0.15646423625529954,0.12157616723030196,1.2869647054994673,288,0.9041925707230007,HAC_Newey_West,5,0.12510851525455496,1.2506281921493987,0.206,1000,6,20260510,1000,False,,,,False,False,False,True,Interpret cautiously: dividend-premium sentiment indices contain information related to dividend status and valuation.
directional_by_leg,dividend_premium_macro_adjusted_fixed_pca,SENT_ORTH_DIV_PREMIUM,SENT_ORTH_DIV_PREMIUM_lag,True,True,portfolio_return_window,portfolio_return_window_on_SENT_ORTH_DIV_PREMIUM_lag_and_factors,1,long_leg,NON_D_PAYER,PRONE,prone_minus_safe,non_dividend_payers,SENT_ORTH_DIV_PREMIUM_lag,-0.1655507825818287,0.2663646284783751,-0.6215193944013816,288,0.9041925707230007,HAC_Newey_West,5,0.2547812051588562,-0.6497762756032482,0.51,1000,6,20260510,1000,True,-1.0,0.6215193944013816,0.6497762756032482,True,False,False,True,Interpret cautiously: dividend-premium sentiment indices contain information related to dividend status and valuation.
directional_by_leg,dividend_premium_macro_adjusted_fixed_pca,SENT_ORTH_DIV_PREMIUM,SENT_ORTH_DIV_PREMIUM_lag,True,True,portfolio_return_window,portfolio_return_window_on_SENT_ORTH_DIV_PREMIUM_lag_and_factors,1,long_leg,NON_D_PAYER,PRONE,prone_minus_safe,non_dividend_payers,RMRF,1.0484420227148419,0.02896681311494654,36.19459339743032,288,0.9041925707230007,HAC_Newey_West,5,0.029820485361469213,35.15844930108095,0.0,1000,6,20260510,1000,False,,,,False,False,False,True,Interpret cautiously: dividend-premium sentiment indices contain information related to dividend status and valuation.
directional_by_leg,dividend_premium_macro_adjusted_fixed_pca,SENT_ORTH_DIV_PREMIUM,SENT_ORTH_DIV_PREMIUM_lag,True,True,portfolio_return_window,portfolio_return_window_on_SENT_ORTH_DIV_PREMIUM_lag_and_factors,1,long_leg,NON_D_PAYER,PRONE,prone_minus_safe,non_dividend_payers,SMB,0.8308919508732903,0.0364732558258948,22.780854959577933,288,0.9041925707230007,HAC_Newey_West,5,0.03779946803025203,21.981577894384728,0.0,1000,6,20260510,1000,False,,,,False,False,False,True,Interpret cautiously: dividend-premium sentiment indices contain information related to dividend status and valuation.
directional_by_leg,dividend_premium_macro_adjusted_fixed_pca,SENT_ORTH_DIV_PREMIUM,SENT_ORTH_DIV_PREMIUM_lag,True,True,portfolio_return_window,portfolio_return_window_on_SENT_ORTH_DIV_PREMIUM_lag_and_factors,1,long_leg,NON_D_PAYER,PRONE,prone_minus_safe,non_dividend_payers,HML,0.0037252773784841224,0.028212084445997713,0.13204544972970284,288,0.9041925707230007,HAC_Newey_West,5,0.029033075717398167,0.12831149598978717,0.888,1000,6,20260510,1000,False,,,,False,False,False,True,Interpret cautiously: dividend-premium sentiment indices contain information related to dividend status and valuation.
directional_by_leg,dividend_premium_macro_adjusted_fixed_pca,SENT_ORTH_DIV_PREMIUM,SENT_ORTH_DIV_PREMIUM_lag,True,True,portfolio_return_window,portfolio_return_window_on_SENT_ORTH_DIV_PREMIUM_lag_and_factors,1,long_leg,NON_D_PAYER,PRONE,prone_minus_safe,non_dividend_payers,UMD,-0.011519291334117675,0.020510323054358782,-0.5616338320750943,288,0.9041925707230007,HAC_Newey_West,5,0.0216093884976222,-0.5330688249408448,0.516,1000,6,20260510,1000,False,,,,False,False,False,True,Interpret cautiously: dividend-premium sentiment indices contain information related to dividend status and valuation.
directional_by_leg,dividend_premium_macro_adjusted_fixed_pca,SENT_ORTH_DIV_PREMIUM,SENT_ORTH_DIV_PREMIUM_lag,True,True,portfolio_return_window,portfolio_return_window_on_SENT_ORTH_DIV_PREMIUM_lag_and_factors,1,long_leg,PPE_A,P01,low_minus_high,low_tangibility,intercept,0.649172510886614,0.22339164667826347,2.9059838205211634,288,0.6146179098549012,HAC_Newey_West,5,0.226707558959376,2.8634797792646163,0.002,1000,6,20260510,1000,False,,,,False,False,False,False,
directional_by_leg,dividend_premium_macro_adjusted_fixed_pca,SENT_ORTH_DIV_PREMIUM,SENT_ORTH_DIV_PREMIUM_lag,True,True,portfolio_return_window,portfolio_return_window_on_SENT_ORTH_DIV_PREMIUM_lag_and_factors,1,long_leg,PPE_A,P01,low_minus_high,low_tangibility,SENT_ORTH_DIV_PREMIUM_lag,-0.17638621918432526,0.4292017925650565,-0.41096337955669054,288,0.6146179098549012,HAC_Newey_West,5,0.418974708258844,-0.4209949090181197,0.606,1000,6,20260510,1000,True,-1.0,0.41096337955669054,0.4209949090181197,True,False,False,False,
directional_by_leg,dividend_premium_macro_adjusted_fixed_pca,SENT_ORTH_DIV_PREMIUM,SENT_ORTH_DIV_PREMIUM_lag,True,True,portfolio_return_window,portfolio_return_window_on_SENT_ORTH_DIV_PREMIUM_lag_and_factors,1,long_leg,PPE_A,P01,low_minus_high,low_tangibility,RMRF,0.9305078682399549,0.05628126350228826,16.53317303727772,288,0.6146179098549012,HAC_Newey_West,5,0.05611364448269257,16.58255985363696,0.0,1000,6,20260510,1000,False,,,,False,False,False,False,
directional_by_leg,dividend_premium_macro_adjusted_fixed_pca,SENT_ORTH_DIV_PREMIUM,SENT_ORTH_DIV_PREMIUM_lag,True,True,portfolio_return_window,portfolio_return_window_on_SENT_ORTH_DIV_PREMIUM_lag_and_factors,1,long_leg,PPE_A,P01,low_minus_high,low_tangibility,SMB,0.6356139776602648,0.08955447906277392,7.097511864423065,288,0.6146179098549012,HAC_Newey_West,5,0.08390484085103599,7.575414853461543,0.0,1000,6,20260510,1000,False,,,,False,False,False,False,
