month_end_date,adj_close,SENT_ORTH_DIV_PREMIUM
2014-11-30,1461.3399658203125,0.1632364707982147
2014-12-31,1464.550048828125,-0.5605174227914518
2015-01-31,1573.6199951171875,-0.3352470582269882
2015-02-28,1691.030029296875,0.07910439971683937
2015-03-31,1667.72998046875,0.08763826937852089
2015-04-30,1628.0400390625,-0.052907553811324295
2015-05-31,1644.989990234375,-0.4056623260854436
2015-06-30,1541.6600341796875,-0.10684097660862937
2015-07-31,1615.6400146484375,-0.3092189511444525
2015-08-31,1501.0699462890625,-0.5617903298978728
2015-09-30,1416.8900146484375,-0.5197751667545046
2015-10-31,1499.22998046875,-0.38457327179794887
2015-11-30,1536.050048828125,-0.39423464801508473
2015-12-31,1446.8199462890625,-0.17878451253528727
2016-01-31,1356.3199462890625,-0.4626853362814649
2016-02-29,1372.5400390625,-0.007045742406258132
2016-03-31,1365.699951171875,-0.011799623821836969
2016-04-30,1360.7099609375,0.6643301183057765
2016-05-31,1369.47998046875,0.21420803796284377
2016-06-30,1323.5799560546875,0.42270075464211687
2016-07-31,1386.6600341796875,-0.06994850600868889
2016-08-31,1418.1400146484375,-0.46245314110668323
2016-09-30,1439.0799560546875,-0.5718519262995408
2016-10-31,1446.3499755859375,-0.6296617603190732
2016-11-30,1481.1400146484375,-0.3465142302553318
2016-12-31,1517.199951171875,-0.27726576874189446
2017-01-31,1536.75,-0.9321463967865666
2017-02-28,1570.1700439453125,-0.9084634433764731
2017-03-31,1587.6300048828125,-0.3942744868435256
2017-04-30,1626.989990234375,0.11383467221635728
2017-05-31,1639.1099853515625,0.15485899154812383
2017-06-30,1602.530029296875,0.07424390478767219
2017-07-31,1548.18994140625,-0.21606392777726113
2017-08-31,1546.8599853515625,-0.412757554920156
2017-09-30,1637.8199462890625,-0.05841426258435241
2017-10-31,1671.6300048828125,0.3386258378515878
2017-11-30,1610.1099853515625,-0.3359253314544752
2017-12-31,1576.93994140625,-0.055866563573430096
2018-01-31,1593.1500244140625,-0.6756824799804796
2018-02-28,1583.3900146484375,-0.36931928830743305
2018-03-31,1535.3499755859375,0.26619065784792495
2018-04-30,1570.7099609375,-0.32635288613124347
2018-05-31,1549.93994140625,-0.4856326469141444
2018-06-30,1558.8800048828125,-0.12531816272034704
2018-07-31,1615.5999755859375,-0.8257762769952939
2018-08-31,1658.1600341796875,-0.9965271729205737
2018-09-30,1662.3599853515625,-0.9075317624311541
2018-10-31,1538.219970703125,-1.0111068385284907
2018-11-30,1514.6300048828125,-0.5649714519246304
2018-12-31,1408.739990234375,-0.810824088947311
2019-01-31,1515.4200439453125,-1.004196729391129
2019-02-28,1572.6800537109375,-0.9244752000249756
2019-03-31,1553.4200439453125,-0.5993201416588112
2019-04-30,1676.1400146484375,-0.4675474821561636
2019-05-31,1510.4599609375,-0.45723214106975996
2019-06-30,1622.4300537109375,-0.31735356012781635
2019-07-31,1599.780029296875,-0.8177258683420771
2019-08-31,1576.97998046875,-0.6277959345969883
2019-09-30,1647.6700439453125,-0.5291007420212774
2019-10-31,1733.6800537109375,-0.650598685155475
2019-11-30,1730.25,-0.1663818717688042
2019-12-31,1771.8499755859375,-0.3398696149797167
2020-01-31,1783.260009765625,-0.5910820165705392
2020-02-29,1668.8399658203125,-0.3960095502783837
2020-03-31,1482.4300537109375,0.21881899903818297
2020-04-30,1577.9200439453125,2.361472164997967
2020-05-31,1629.760009765625,0.19806978108319334
2020-06-30,1664.3800048828125,-0.08299887693776004
2020-07-31,1707.3499755859375,0.05021954737973061
2020-08-31,1766.3299560546875,0.31893141681320747
2020-09-30,1829.4000244140625,0.15463048832127527
2020-10-31,1717.6199951171875,0.36510049681891593
2020-11-30,1917.5400390625,0.5125542619404859
2020-12-31,1874.739990234375,0.7773628152210519
2021-01-31,1948.7900390625,0.2605901189589204
2021-02-28,2009.9000244140625,0.47558535458749907
2021-03-31,2192.860107421875,1.3201909528920068
2021-04-30,2217.02001953125,1.1615190606319346
2021-05-31,2241.8701171875,1.3311025572957709
2021-06-30,2263.1298828125,1.5971136615580508
2021-07-31,2369.889892578125,0.517330276205626
2021-08-31,2351.25,0.4457061893556632
2021-09-30,2259.179931640625,0.7587766089385055
2021-10-31,2290.85009765625,0.8782005305519216
2021-11-30,2241.659912109375,0.6244172753594129
2021-12-31,2419.72998046875,1.0878085187627105
2022-01-31,2290.159912109375,0.2950970690315484
2022-02-28,2134.070068359375,0.07159297272406082
2022-03-31,2095.169921875,0.3589215395389699
2022-04-30,2058.89990234375,0.539805442523937
2022-05-31,2042.6400146484373,0.10215427789415284
2022-06-30,1872.6800537109373,0.07927213156189569
2022-07-31,2032.530029296875,-0.43990223278551854
2022-08-31,1920.22998046875,-0.08873361133561049
2022-09-30,1828.97998046875,-0.07292530989034693
2022-10-31,1968.530029296875,-0.2974838219129874
2022-11-30,2102.419921875,-0.4743588340958098
2022-12-31,2043.4000244140625,0.19905476824735693
2023-01-31,2198.5400390625,-0.526410289433636
2023-02-28,2226.75,-0.5641715756056349
2023-03-31,2223.75,-0.09536312702079157
2023-04-30,2270.580078125,-0.10419049172027285
2023-05-31,2234.9599609375,-0.47626797383249764
2023-06-30,2309.89990234375,0.0740581720564474
2023-07-31,2250.919921875,-0.042867083820447405
2023-08-31,2184.739990234375,-0.21907045543556197
2023-09-30,2155.489990234375,-0.19968936263801654
2023-10-31,2075.7900390625,-0.21288926414015452
2023-11-30,2232.4599609375,0.43983590019574104
2023-12-31,2398.169921875,0.10056220110362835
2024-01-31,2356.60009765625,-0.12131372839011872
2024-02-29,2452.81005859375,-0.04571619691664125
2024-03-31,2518.27001953125,0.64368005159432
2024-04-30,2556.39990234375,0.787265668033376
2024-05-31,2604.10009765625,0.35189911361760556
2024-06-30,2569.449951171875,0.61079408143581
2024-07-31,2609.330078125,0.42475337025176785
2024-08-31,2595.9599609375,0.395015455612759
2024-09-30,2626.43994140625,0.31403390689747057
2024-10-31,2542.409912109375,0.24491449738139554
2024-11-30,2513.85009765625,0.3221220635461153
2024-12-31,2483.1201171875,0.2447645704797842
2025-01-31,2670.5400390625,0.14487231339854315
2025-02-28,2724.699951171875,0.5813248030138818
2025-03-31,2494.06005859375,1.0091127522807226
2025-04-30,2434.06005859375,0.7750140750373308
2025-05-31,2496.0400390625,0.47744804105398325
2025-06-30,2493.5,0.368534409613802
2025-07-31,2580.050048828125,0.8803255668641512
2025-08-31,2625.699951171875,0.626545212200956
2025-09-30,2662.800048828125,0.29445086865279557
2025-10-31,2767.070068359375,0.1329500131280601
2025-11-30,2787.77001953125,0.40125846642681545
2025-12-31,2882.969970703125,0.2883543153808402
