variable,sample_mean,sample_std,neutral_impute_after_standardization
rESI_L1,-7.439518799658925e-17,0.03538997501103492,False
rCCI_L1,-2.6451622398787286e-17,0.025507855574509537,False
rTURN_L1,-1.5684220923132646e-15,0.2866211970938456,False
rNIPO,1.746651875530681e-14,2.2418248058862114,False
rRIPO,7.002945232250987e-17,0.5280637068871761,True
rED_RATIO_L1,-7.15311478953121e-17,0.05872004126279815,False
rDIV_PREMIUM,-2.6061429062481184e-15,0.6197266795149158,False
