return_horizon_months,sort_variable,characteristic,sent_orth_coef,sent_orth_hac_t,sent_orth_expected_signed_hac_t,sent_orth_theory_consistent_hac_5pct,sent_s_coef,sent_s_hac_t,sent_s_expected_signed_hac_t,sent_s_theory_consistent_hac_5pct,loses_hac_5pct_under_sent_s,sibley_status
6,ME,Small firms,-6.546560593628212,-2.3877687619725823,2.3877687619725823,True,-3.029457060143697,-1.273820703976401,1.273820703976401,False,True,Loses 5%
6,age,Young firms,-2.861575375080533,-1.2308986909146429,1.2308986909146429,False,-0.5416809123329562,-0.3908867895217681,0.3908867895217681,False,False,Not 5% before
6,risk,Total risk,-12.078322058436076,-4.296106030206289,4.296106030206289,True,-3.291819019352971,-1.6211126325958871,1.6211126325958871,False,True,Loses 5%
6,IVOL_FF3,\var{IVOL^{FF3}},-11.7351312839555,-4.052724153135374,4.052724153135374,True,-1.435790534096376,-0.7229930486653275,0.7229930486653275,False,True,Loses 5%
6,E_plus_BE,Low profitability,0.4082646724744163,0.1772381180853329,-0.1772381180853329,False,1.62183930172445,0.9700820637737626,-0.9700820637737626,False,False,Not 5% before
6,UNPROFITABLE,Unprofitable,-2.4999323453359845,-1.8437595705896936,1.8437595705896936,False,0.1701956482699452,0.2591577055098476,-0.2591577055098476,False,False,Not 5% before
6,NON_D_PAYER,Non-dividend payer,-3.58098877430115,-2.876219991935938,2.876219991935938,True,-0.195476600075988,-0.2832012159214273,0.2832012159214273,False,True,Loses 5%
6,PPE_A,Low tangibility,-8.337796156053246,-4.205707804985292,4.205707804985292,True,-4.96164046489513,-3.101463465292407,3.101463465292407,True,False,Stays 5%
6,GS,Sales growth,-1.4146249607798316,-0.5532314225197918,0.5532314225197918,False,-1.616937051984418,-1.1123953288466708,1.1123953288466708,False,False,Not 5% before
6,ILLIQ,Illiquidity,-1.3169289995239477,-0.6493140402114144,0.6493140402114144,False,-0.1628759791794074,-0.150458489657795,0.150458489657795,False,False,Not 5% before
6,XTURN,Low turnover,1.9065985552261824,0.6650529327649141,-0.6650529327649141,False,-2.66513814422859,-1.2530457745543744,1.2530457745543744,False,False,Not 5% before
12,ME,Small firms,-14.037084190102998,-3.147651588938405,3.147651588938405,True,-6.6401793214350215,-1.456779790147651,1.456779790147651,False,True,Loses 5%
12,age,Young firms,-8.365347151917195,-2.2878342987085327,2.2878342987085327,True,-1.1845749170196156,-0.5230579693733117,0.5230579693733117,False,True,Loses 5%
12,risk,Total risk,-19.654021763246444,-4.434572031997647,4.434572031997647,True,-1.633224573314738,-0.4644133438832349,0.4644133438832349,False,True,Loses 5%
12,IVOL_FF3,\var{IVOL^{FF3}},-18.422159014155813,-3.7540813885129,3.7540813885129,True,0.5928141236921733,0.2228095150556053,-0.2228095150556053,False,True,Loses 5%
12,E_plus_BE,Low profitability,0.0753840626441482,0.0218853990654072,-0.0218853990654072,False,1.2705492242697562,0.6982186947218678,-0.6982186947218678,False,False,Not 5% before
12,UNPROFITABLE,Unprofitable,-4.856958364637351,-3.0413810667670647,3.0413810667670647,True,-1.319601463825964,-1.5040439756578254,1.5040439756578254,False,True,Loses 5%
12,NON_D_PAYER,Non-dividend payer,-4.96016555439862,-2.8041356068463275,2.8041356068463275,True,-1.3870162824805503,-1.2704066613906673,1.2704066613906673,False,True,Loses 5%
12,PPE_A,Low tangibility,-15.27256679906483,-4.83238569021751,4.83238569021751,True,-8.970787315193503,-3.1105341827993267,3.1105341827993267,True,False,Stays 5%
12,GS,Sales growth,-3.2091849769741496,-0.6138585788587395,0.6138585788587395,False,-2.4902717061564266,-1.2394098092471793,1.2394098092471793,False,False,Not 5% before
12,ILLIQ,Illiquidity,-2.577931181503004,-0.7168861699952822,0.7168861699952822,False,1.0932226259336908,0.6249139645486598,-0.6249139645486598,False,False,Not 5% before
12,XTURN,Low turnover,4.456156500875869,1.22574980654024,-1.22574980654024,False,-0.0345873558136866,-0.0143012582095012,0.0143012582095012,False,False,Not 5% before
