proxy_code,SENT_ORTH_DIV_PREMIUM,SENT_ORTH_SIBLEY_DIV_PREMIUM,SENT_DIV_PREMIUM
SENT_ORTH_DIV_PREMIUM,1.0,0.466144132173304,0.5477240943242454
SENT_ORTH_SIBLEY_DIV_PREMIUM,0.466144132173304,1.0,0.8744597422963011
SENT_DIV_PREMIUM,0.5477240943242454,0.8744597422963011,1.0
