sort_variable,sort_type,sentiment_prone_direction,sentiment_prone_interpretation,month_end_date,spread_code,spread_return,long_code,short_code,return_leg
ME,continuous,low_minus_high,small_firms,2010-06-30,SENTIMENT_PRONE_MINUS_INSENSITIVE,4.468233436419906,P01,P10,directional_spread
ME,continuous,low_minus_high,small_firms,2010-07-31,SENTIMENT_PRONE_MINUS_INSENSITIVE,-9.526410325579345,P01,P10,directional_spread
ME,continuous,low_minus_high,small_firms,2010-08-31,SENTIMENT_PRONE_MINUS_INSENSITIVE,-4.126545345753064,P01,P10,directional_spread
ME,continuous,low_minus_high,small_firms,2010-09-30,SENTIMENT_PRONE_MINUS_INSENSITIVE,-13.802227478553386,P01,P10,directional_spread
ME,continuous,low_minus_high,small_firms,2010-10-31,SENTIMENT_PRONE_MINUS_INSENSITIVE,-9.10771494053942,P01,P10,directional_spread
ME,continuous,low_minus_high,small_firms,2010-11-30,SENTIMENT_PRONE_MINUS_INSENSITIVE,-2.4102855546762663,P01,P10,directional_spread
ME,continuous,low_minus_high,small_firms,2010-12-31,SENTIMENT_PRONE_MINUS_INSENSITIVE,-10.404131604866492,P01,P10,directional_spread
ME,continuous,low_minus_high,small_firms,2011-01-31,SENTIMENT_PRONE_MINUS_INSENSITIVE,14.009404278943318,P01,P10,directional_spread
ME,continuous,low_minus_high,small_firms,2011-02-28,SENTIMENT_PRONE_MINUS_INSENSITIVE,-0.12018157484927194,P01,P10,directional_spread
ME,continuous,low_minus_high,small_firms,2011-03-31,SENTIMENT_PRONE_MINUS_INSENSITIVE,-9.867474058325481,P01,P10,directional_spread
ME,continuous,low_minus_high,small_firms,2011-04-30,SENTIMENT_PRONE_MINUS_INSENSITIVE,14.03821569633542,P01,P10,directional_spread
ME,continuous,low_minus_high,small_firms,2011-05-31,SENTIMENT_PRONE_MINUS_INSENSITIVE,-2.538650289973532,P01,P10,directional_spread
ME,continuous,low_minus_high,small_firms,2011-06-30,SENTIMENT_PRONE_MINUS_INSENSITIVE,8.385996001752815,P01,P10,directional_spread
ME,continuous,low_minus_high,small_firms,2011-07-31,SENTIMENT_PRONE_MINUS_INSENSITIVE,-2.0137433411299996,P01,P10,directional_spread
ME,continuous,low_minus_high,small_firms,2011-08-31,SENTIMENT_PRONE_MINUS_INSENSITIVE,-0.5641660784928995,P01,P10,directional_spread
ME,continuous,low_minus_high,small_firms,2011-09-30,SENTIMENT_PRONE_MINUS_INSENSITIVE,8.749564052063047,P01,P10,directional_spread
